脱敏车牌编号,号牌种类,号牌颜色,采集设备,车辆类型,车速(km/h),经过时间
281,小型汽车,蓝色,高速K164+750M方向1,小型轿车,80,2024/3/6 8:27
282,小型汽车,蓝色,高速K164+750M方向2,小型轿车,70,2024/3/6 8:27
284,小型汽车,蓝色,高速K209+820M方向2,小型轿车,73,2024/3/6 8:27
287,小型汽车,蓝色,高速K209+820M方向1,小型轿车,60,2024/3/6 8:27
294,大型汽车,黄色,高速K164+750M方向2,重型普通货车,64,2024/3/6 8:28
0,无法识别,其它颜色,高速K209+820M方向2,小型轿车,76,2024/3/6 8:28
289,小型汽车,蓝色,高速K209+820M方向1,小型轿车,63,2024/3/6 8:28
290,小型汽车,蓝色,高速K209+820M方向1,小型轿车,56,2024/3/6 8:28
291,小型汽车,蓝色,高速K209+820M方向1,小型轿车,59,2024/3/6 8:28
292,小型汽车,蓝色,高速K209+820M方向2,小型轿车,64,2024/3/6 8:28
293,小型汽车,蓝色,高速K209+820M方向2,小型轿车,61,2024/3/6 8:28
295,小型汽车,蓝色,高速K209+820M方向1,小型轿车,62,2024/3/6 8:28
296,小型汽车,蓝色,高速K209+820M方向2,轻型普通货车,53,2024/3/6 8:28
300,大型汽车,黄色,高速K209+820M方向2,重型普通货车,57,2024/3/6 8:29
0,无法识别,其它颜色,高速K209+820M方向2,其它,56,2024/3/6 8:29
297,小型汽车,蓝色,高速K209+820M方向2,轻型普通货车,66,2024/3/6 8:29
299,小型汽车,蓝色,高速K209+820M方向2,小型轿车,64,2024/3/6 8:29
301,小型汽车,蓝色,高速K164+750M方向2,小型轿车,75,2024/3/6 8:29
298,小型新能源汽车,绿色,高速K164+750M方向2,小型轿车,63,2024/3/6 8:29
302,小型新能源汽车,绿色,高速K209+820M方向1,小型轿车,67,2024/3/6 8:29
303,大型汽车,黄色,高速K164+750M方向2,重型普通货车,55,2024/3/6 8:30
306,大型汽车,黄色,高速K164+750M方向2,重型普通货车,70,2024/3/6 8:30
307,大型汽车,黄色,高速K164+750M方向2,重型普通货车,54,2024/3/6 8:30
310,大型汽车,黄色,高速K164+750M方向2,重型普通货车,57,2024/3/6 8:30
304,小型汽车,蓝色,高速K164+750M方向1,小型轿车,79,2024/3/6 8:30
305,小型汽车,蓝色,高速K209+820M方向2,小型轿车,58,2024/3/6 8:30
308,小型汽车,蓝色,高速K164+750M方向2,小型轿车,70,2024/3/6 8:30
309,小型汽车,蓝色,高速K209+820M方向2,轻型普通货车,59,2024/3/6 8:30
311,大型汽车,黄色,高速K164+750M方向1,大型普通客车,66,2024/3/6 8:31
312,大型汽车,黄色,高速K164+750M方向2,重型普通货车,59,2024/3/6 8:31
0,无法识别,其它颜色,高速K164+750M方向2,其它,60,2024/3/6 8:31
0,无法识别,其它颜色,高速K209+820M方向1,小型轿车,82,2024/3/6 8:31
313,小型汽车,蓝色,高速K164+750M方向2,小型轿车,68,2024/3/6 8:31
314,小型汽车,蓝色,高速K209+820M方向2,小型轿车,45,2024/3/6 8:31
315,小型汽车,蓝色,高速K209+820M方向2,小型轿车,40,2024/3/6 8:31
316,小型汽车,蓝色,高速K209+820M方向1,小型轿车,79,2024/3/6 8:31
317,小型汽车,蓝色,高速K209+820M方向2,小型轿车,55,2024/3/6 8:31
320,大型汽车,黄色,高速K164+750M方向2,重型普通货车,65,2024/3/6 8:32
321,大型汽车,黄色,高速K209+820M方向2,重型普通货车,54,2024/3/6 8:32
322,大型汽车,黄色,高速K209+820M方向2,重型普通货车,50,2024/3/6 8:32
318,小型汽车,蓝色,高速K209+820M方向1,小型轿车,75,2024/3/6 8:32
319,小型汽车,蓝色,高速K209+820M方向1,小型轿车,75,2024/3/6 8:32
323,小型汽车,蓝色,高速K209+820M方向1,小型轿车,81,2024/3/6 8:32
324,小型汽车,蓝色,高速K209+820M方向2,小型轿车,58,2024/3/6 8:32
325,小型汽车,蓝色,高速K164+750M方向1,小型轿车,77,2024/3/6 8:32
326,小型汽车,蓝色,高速K164+750M方向1,小型轿车,72,2024/3/6 8:32
327,小型汽车,蓝色,高速K209+820M方向2,小型轿车,53,2024/3/6 8:32
328,大型汽车,黄色,高速K164+750M方向2,重型普通货车,64,2024/3/6 8:33
329,大型汽车,黄色,高速K209+820M方向2,重型普通货车,65,2024/3/6 8:33
330,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 8:33
331,大型汽车,黄色,高速K164+750M方向2,重型普通货车,54,2024/3/6 8:33
332,大型汽车,黄色,高速K164+750M方向2,重型普通货车,56,2024/3/6 8:33
335,大型汽车,黄色,高速K164+750M方向1,大型普通客车,68,2024/3/6 8:33
336,大型汽车,黄色,高速K209+820M方向2,重型普通货车,61,2024/3/6 8:33
338,大型汽车,黄色,高速K164+750M方向2,重型普通货车,72,2024/3/6 8:33
340,大型汽车,黄色,高速K164+750M方向2,重型普通货车,57,2024/3/6 8:33
333,小型汽车,蓝色,高速K209+820M方向2,小型轿车,78,2024/3/6 8:33
334,小型汽车,蓝色,高速K209+820M方向2,小型轿车,59,2024/3/6 8:33
337,小型汽车,蓝色,高速K164+750M方向1,小型轿车,77,2024/3/6 8:33
339,小型汽车,蓝色,高速K209+820M方向2,小型轿车,66,2024/3/6 8:33
342,大型汽车,黄色,高速K209+820M方向1,重型普通货车,65,2024/3/6 8:34
343,大型汽车,黄色,高速K209+820M方向2,重型普通货车,56,2024/3/6 8:34
344,大型汽车,黄色,高速K209+820M方向2,重型普通货车,56,2024/3/6 8:34
345,大型汽车,黄色,高速K164+750M方向2,重型普通货车,61,2024/3/6 8:34
346,大型汽车,黄色,高速K209+820M方向2,重型普通货车,70,2024/3/6 8:34
0,无法识别,其它颜色,高速K209+820M方向2,其它,56,2024/3/6 8:34
341,小型汽车,蓝色,高速K164+750M方向1,小型轿车,88,2024/3/6 8:34
350,大型汽车,黄色,高速K209+820M方向2,重型普通货车,58,2024/3/6 8:35
347,小型汽车,蓝色,高速K209+820M方向2,小型轿车,72,2024/3/6 8:35
348,小型汽车,蓝色,高速K209+820M方向1,小型轿车,71,2024/3/6 8:35
349,小型汽车,蓝色,高速K209+820M方向2,小型轿车,82,2024/3/6 8:35
351,小型汽车,蓝色,高速K209+820M方向2,小型轿车,60,2024/3/6 8:35
358,大型汽车,黄色,高速K209+820M方向2,重型普通货车,73,2024/3/6 8:36
0,无法识别,其它颜色,高速K164+750M方向1,小型轿车,80,2024/3/6 8:36
352,小型汽车,蓝色,高速K209+820M方向2,小型轿车,72,2024/3/6 8:36
353,小型汽车,蓝色,高速K209+820M方向1,小型轿车,70,2024/3/6 8:36
354,小型汽车,蓝色,高速K164+750M方向2,轻型普通货车,56,2024/3/6 8:36
355,小型汽车,蓝色,高速K209+820M方向2,小型轿车,51,2024/3/6 8:36
356,小型汽车,蓝色,高速K164+750M方向1,小型轿车,84,2024/3/6 8:36
357,小型汽车,蓝色,高速K164+750M方向1,小型轿车,81,2024/3/6 8:36
360,大型汽车,黄色,高速K209+820M方向2,重型普通货车,64,2024/3/6 8:37
362,大型汽车,黄色,高速K209+820M方向2,中型普通客车,53,2024/3/6 8:37
365,大型汽车,黄色,高速K164+750M方向2,重型普通货车,56,2024/3/6 8:37
366,大型汽车,黄色,高速K101+400M方向,重型普通货车,70,2024/3/6 8:37
369,大型汽车,黄色,高速K101+400M方向,重型普通货车,78,2024/3/6 8:37
71,大型汽车,黄色,高速K101+400M方向,重型普通货车,63,2024/3/6 8:37
359,小型汽车,蓝色,高速K209+820M方向1,小型轿车,79,2024/3/6 8:37
361,小型汽车,蓝色,高速K209+820M方向1,轻型普通货车,74,2024/3/6 8:37
363,小型汽车,蓝色,高速K209+820M方向1,小型轿车,69,2024/3/6 8:37
368,小型汽车,蓝色,高速K101+400M方向,小型轿车,103,2024/3/6 8:37
370,小型汽车,蓝色,高速K164+750M方向2,轻型普通货车,60,2024/3/6 8:37
371,小型汽车,蓝色,高速K209+820M方向2,小型轿车,67,2024/3/6 8:37
372,小型汽车,蓝色,高速K101+400M方向,微型普通货车,78,2024/3/6 8:37
364,小型新能源汽车,绿色,高速K209+820M方向2,小型轿车,79,2024/3/6 8:37
367,小型新能源汽车,绿色,高速K209+820M方向2,小型轿车,65,2024/3/6 8:37
378,大型汽车,黄色,高速K101+400M方向,重型普通货车,74,2024/3/6 8:38
102,大型汽车,黄色,高速K101+400M方向,大型普通客车,65,2024/3/6 8:38
79,大型汽车,黄色,高速K101+400M方向,重型普通货车,78,2024/3/6 8:38
373,小型汽车,蓝色,高速K209+820M方向1,小型轿车,97,2024/3/6 8:38
374,小型汽车,蓝色,高速K101+400M方向,小型轿车,99,2024/3/6 8:38
165,小型汽车,蓝色,高速K164+750M方向1,小型轿车,80,2024/3/6 8:38
376,小型汽车,蓝色,高速K101+400M方向,小型轿车,94,2024/3/6 8:38
377,小型汽车,蓝色,高速K209+820M方向2,小型轿车,31,2024/3/6 8:38
46,小型汽车,蓝色,高速K101+400M方向,小型轿车,99,2024/3/6 8:38
379,小型汽车,蓝色,高速K101+400M方向,小型轿车,95,2024/3/6 8:38
53,小型汽车,蓝色,高速K101+400M方向,轻型普通货车,68,2024/3/6 8:38
380,小型汽车,蓝色,高速K209+820M方向2,小型轿车,82,2024/3/6 8:38
381,小型汽车,蓝色,高速K101+400M方向,微型普通货车,72,2024/3/6 8:38
382,小型汽车,蓝色,高速K209+820M方向1,小型轿车,80,2024/3/6 8:38
383,小型汽车,蓝色,高速K101+400M方向,小型轿车,99,2024/3/6 8:38
384,小型汽车,蓝色,高速K101+400M方向,小型轿车,107,2024/3/6 8:38
385,小型汽车,蓝色,高速K101+400M方向,小型轿车,89,2024/3/6 8:38
386,小型汽车,蓝色,高速K101+400M方向,小型轿车,90,2024/3/6 8:38
387,小型汽车,蓝色,高速K101+400M方向,小型轿车,108,2024/3/6 8:38
375,小型新能源汽车,绿色,高速K209+820M方向2,小型轿车,77,2024/3/6 8:38
389,大型汽车,黄色,高速K164+750M方向1,大型普通客车,62,2024/3/6 8:39
394,大型汽车,黄色,高速K164+750M方向2,重型普通货车,55,2024/3/6 8:39
395,大型汽车,黄色,高速K164+750M方向2,重型普通货车,62,2024/3/6 8:39
396,大型汽车,黄色,高速K164+750M方向2,重型普通货车,55,2024/3/6 8:39
399,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 8:39
176,大型汽车,黄色,高速K132+50M方向1,重型普通货车,49,2024/3/6 8:39
400,教练汽车,黄色,高速K209+820M方向2,小型轿车,72,2024/3/6 8:39
388,小型汽车,蓝色,高速K209+820M方向1,小型轿车,70,2024/3/6 8:39
390,小型汽车,蓝色,高速K209+820M方向2,小型轿车,79,2024/3/6 8:39
391,小型汽车,蓝色,高速K101+400M方向,小型轿车,120,2024/3/6 8:39
392,小型汽车,蓝色,高速K101+400M方向,小型轿车,80,2024/3/6 8:39
393,小型汽车,蓝色,高速K164+750M方向2,小型轿车,65,2024/3/6 8:39
139,小型汽车,蓝色,高速K164+750M方向1,小型轿车,77,2024/3/6 8:39
397,小型汽车,蓝色,高速K209+820M方向2,小型轿车,68,2024/3/6 8:39
398,小型汽车,蓝色,高速K209+820M方向1,小型轿车,69,2024/3/6 8:39
97,大型汽车,黄色,高速K132+50M方向2,重型普通货车,28,2024/3/6 8:40
401,大型汽车,黄色,高速K164+750M方向2,重型普通货车,58,2024/3/6 8:40
402,大型汽车,黄色,高速K101+400M方向,重型普通货车,80,2024/3/6 8:40
406,大型汽车,黄色,高速K101+400M方向,重型普通货车,68,2024/3/6 8:40
67,大型汽车,黄色,高速K101+400M方向,重型普通货车,64,2024/3/6 8:40
411,大型汽车,黄色,高速K132+50M方向2,重型普通货车,30,2024/3/6 8:40
412,大型汽车,黄色,高速K132+50M方向2,重型普通货车,30,2024/3/6 8:40
414,大型汽车,黄色,高速K101+400M方向,重型普通货车,61,2024/3/6 8:40
415,大型汽车,黄色,高速K101+400M方向,重型普通货车,72,2024/3/6 8:40
418,大型汽车,黄色,高速K132+50M方向2,重型普通货车,41,2024/3/6 8:40
422,大型汽车,黄色,高速K164+750M方向2,重型普通货车,64,2024/3/6 8:40
0,无法识别,其它颜色,高速K132+50M方向2,其它,31,2024/3/6 8:40
0,无法识别,其它颜色,高速K132+50M方向2,其它,30,2024/3/6 8:40
159,小型汽车,蓝色,高速K164+750M方向1,小型轿车,77,2024/3/6 8:40
161,小型汽车,蓝色,高速K164+750M方向1,小型轿车,73,2024/3/6 8:40
117,小型汽车,蓝色,高速K101+400M方向,轻型普通货车,78,2024/3/6 8:40
403,小型汽车,蓝色,高速K101+400M方向,小型轿车,92,2024/3/6 8:40
404,小型汽车,蓝色,高速K101+400M方向,小型轿车,89,2024/3/6 8:40
407,小型汽车,蓝色,高速K101+400M方向,小型轿车,87,2024/3/6 8:40
408,小型汽车,蓝色,高速K209+820M方向2,小型轿车,51,2024/3/6 8:40
409,小型汽车,蓝色,高速K209+820M方向1,小型轿车,73,2024/3/6 8:40
410,小型汽车,蓝色,高速K209+820M方向2,小型轿车,84,2024/3/6 8:40
413,小型汽车,蓝色,高速K132+50M方向1,小型轿车,64,2024/3/6 8:40
416,小型汽车,蓝色,高速K101+400M方向,小型轿车,71,2024/3/6 8:40
417,小型汽车,蓝色,高速K132+50M方向1,小型轿车,59,2024/3/6 8:40
419,小型汽车,蓝色,高速K101+400M方向,小型轿车,89,2024/3/6 8:40
420,小型汽车,蓝色,高速K132+50M方向1,小型轿车,65,2024/3/6 8:40
421,小型汽车,蓝色,高速K164+750M方向1,小型轿车,72,2024/3/6 8:40
423,小型汽车,蓝色,高速K209+820M方向1,小型轿车,74,2024/3/6 8:40
405,小型新能源汽车,绿色,高速K101+400M方向,小型轿车,90,2024/3/6 8:40
427,大型汽车,黄色,高速K164+750M方向2,中型普通客车,54,2024/3/6 8:41
431,大型汽车,黄色,高速K132+50M方向2,重型普通货车,39,2024/3/6 8:41
105,大型汽车,黄色,高速K101+400M方向,重型普通货车,75,2024/3/6 8:41
435,大型汽车,黄色,高速K209+820M方向2,重型普通货车,53,2024/3/6 8:41
103,大型汽车,黄色,高速K101+400M方向,重型普通货车,83,2024/3/6 8:41
438,大型汽车,黄色,高速K132+50M方向2,大型普通客车,64,2024/3/6 8:41
440,大型汽车,黄色,高速K164+750M方向2,重型普通货车,70,2024/3/6 8:41
118,大型汽车,黄色,高速K132+50M方向2,重型普通货车,33,2024/3/6 8:41
441,大型汽车,黄色,高速K209+820M方向2,重型普通货车,72,2024/3/6 8:41
89,大型汽车,黄色,高速K101+400M方向,重型普通货车,65,2024/3/6 8:41
446,大型汽车,黄色,高速K132+50M方向2,重型普通货车,60,2024/3/6 8:41
447,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 8:41
448,大型汽车,黄色,高速K101+400M方向,重型普通货车,68,2024/3/6 8:41
453,大型汽车,黄色,高速K132+50M方向2,重型普通货车,42,2024/3/6 8:41
454,大型汽车,黄色,高速K132+50M方向1,重型普通货车,62,2024/3/6 8:41
424,小型汽车,蓝色,高速K164+750M方向1,小型轿车,80,2024/3/6 8:41
425,小型汽车,蓝色,高速K209+820M方向1,小型轿车,89,2024/3/6 8:41
426,小型汽车,蓝色,高速K101+400M方向,轻型普通货车,99,2024/3/6 8:41
428,小型汽车,蓝色,高速K209+820M方向1,小型轿车,85,2024/3/6 8:41
429,小型汽车,蓝色,高速K209+820M方向2,小型轿车,68,2024/3/6 8:41
432,小型汽车,蓝色,高速K209+820M方向1,小型轿车,97,2024/3/6 8:41
433,小型汽车,蓝色,高速K101+400M方向,小型轿车,101,2024/3/6 8:41
434,小型汽车,蓝色,高速K101+400M方向,小型轿车,104,2024/3/6 8:41
436,小型汽车,蓝色,高速K101+400M方向,小型轿车,90,2024/3/6 8:41
439,小型汽车,蓝色,高速K101+400M方向,小型轿车,96,2024/3/6 8:41
443,小型汽车,蓝色,高速K164+750M方向1,小型轿车,84,2024/3/6 8:41
444,小型汽车,蓝色,高速K101+400M方向,微型普通货车,86,2024/3/6 8:41
445,小型汽车,蓝色,高速K132+50M方向1,小型轿车,77,2024/3/6 8:41
245,小型汽车,蓝色,高速K132+50M方向1,小型轿车,76,2024/3/6 8:41
256,小型汽车,蓝色,高速K132+50M方向1,小型轿车,74,2024/3/6 8:41
449,小型汽车,蓝色,高速K132+50M方向1,小型轿车,66,2024/3/6 8:41
450,小型汽车,蓝色,高速K101+400M方向,小型轿车,101,2024/3/6 8:41
451,小型汽车,蓝色,高速K101+400M方向,小型轿车,103,2024/3/6 8:41
452,小型汽车,蓝色,高速K101+400M方向,小型轿车,71,2024/3/6 8:41
430,小型新能源汽车,绿色,高速K101+400M方向,小型轿车,94,2024/3/6 8:41
437,小型新能源汽车,绿色,高速K132+50M方向1,小型轿车,58,2024/3/6 8:41
442,小型新能源汽车,绿色,高速K101+400M方向,小型轿车,110,2024/3/6 8:41
86,大型汽车,黄色,高速K101+400M方向,重型普通货车,72,2024/3/6 8:42
455,大型汽车,黄色,高速K132+50M方向2,重型普通货车,37,2024/3/6 8:42
457,大型汽车,黄色,高速K101+400M方向,大型普通客车,72,2024/3/6 8:42
458,大型汽车,黄色,高速K101+400M方向,重型普通货车,76,2024/3/6 8:42
0,无法识别,其它颜色,高速K132+50M方向2,其它,38,2024/3/6 8:42
0,无法识别,其它颜色,高速K132+50M方向2,其它,37,2024/3/6 8:42
456,小型汽车,蓝色,高速K209+820M方向1,小型轿车,89,2024/3/6 8:42
459,小型汽车,蓝色,高速K209+820M方向2,小型轿车,66,2024/3/6 8:42
460,小型汽车,蓝色,高速K209+820M方向1,小型轿车,66,2024/3/6 8:42
461,小型汽车,蓝色,高速K209+820M方向1,小型轿车,69,2024/3/6 8:42
462,小型汽车,蓝色,高速K164+750M方向1,小型轿车,72,2024/3/6 8:42
463,小型汽车,蓝色,高速K209+820M方向2,小型轿车,94,2024/3/6 8:42
264,小型汽车,蓝色,高速K132+50M方向1,小型轿车,72,2024/3/6 8:42
464,小型汽车,蓝色,高速K101+400M方向,微型普通货车,93,2024/3/6 8:42
465,小型汽车,蓝色,高速K132+50M方向1,小型轿车,85,2024/3/6 8:42
466,小型汽车,蓝色,高速K101+400M方向,小型轿车,100,2024/3/6 8:42
467,小型汽车,蓝色,高速K101+400M方向,小型轿车,101,2024/3/6 8:42
468,小型汽车,蓝色,高速K101+400M方向,小型轿车,86,2024/3/6 8:42
469,小型汽车,蓝色,高速K101+400M方向,小型轿车,95,2024/3/6 8:42
472,大型汽车,黄色,高速K209+820M方向2,重型普通货车,58,2024/3/6 8:43
479,大型汽车,黄色,高速K132+50M方向2,重型普通货车,34,2024/3/6 8:43
480,大型汽车,黄色,高速K164+750M方向2,重型普通货车,44,2024/3/6 8:43
481,大型汽车,黄色,高速K209+820M方向2,重型普通货车,61,2024/3/6 8:43
483,大型汽车,黄色,高速K164+750M方向2,重型普通货车,52,2024/3/6 8:43
485,大型汽车,黄色,高速K164+750M方向2,重型普通货车,60,2024/3/6 8:43
489,大型汽车,黄色,高速K101+400M方向,重型普通货车,77,2024/3/6 8:43
491,大型汽车,黄色,高速K209+820M方向2,重型普通货车,55,2024/3/6 8:43
492,大型汽车,黄色,高速K132+50M方向2,重型普通货车,59,2024/3/6 8:43
494,大型汽车,黄色,高速K209+820M方向2,重型普通货车,67,2024/3/6 8:43
0,无法识别,其它颜色,高速K132+50M方向2,其它,34,2024/3/6 8:43
0,无法识别,其它颜色,高速K164+750M方向2,重型普通货车,73,2024/3/6 8:43
0,无法识别,其它颜色,高速K132+50M方向2,其它,57,2024/3/6 8:43
470,小型汽车,蓝色,高速K132+50M方向1,小型轿车,79,2024/3/6 8:43
131,小型汽车,蓝色,高速K101+400M方向,小型轿车,97,2024/3/6 8:43
471,小型汽车,蓝色,高速K101+400M方向,小型轿车,109,2024/3/6 8:43
473,小型汽车,蓝色,高速K101+400M方向,小型轿车,95,2024/3/6 8:43
474,小型汽车,蓝色,高速K132+50M方向1,轻型普通货车,55,2024/3/6 8:43
475,小型汽车,蓝色,高速K101+400M方向,小型轿车,99,2024/3/6 8:43
476,小型汽车,蓝色,高速K209+820M方向2,小型轿车,56,2024/3/6 8:43
477,小型汽车,蓝色,高速K101+400M方向,小型轿车,97,2024/3/6 8:43
478,小型汽车,蓝色,高速K101+400M方向,微型普通货车,89,2024/3/6 8:43
484,小型汽车,蓝色,高速K132+50M方向1,小型轿车,60,2024/3/6 8:43
144,小型汽车,蓝色,高速K164+750M方向1,小型轿车,80,2024/3/6 8:43
486,小型汽车,蓝色,高速K209+820M方向2,轻型普通货车,53,2024/3/6 8:43
487,小型汽车,蓝色,高速K101+400M方向,小型轿车,105,2024/3/6 8:43
488,小型汽车,蓝色,高速K132+50M方向2,小型轿车,40,2024/3/6 8:43
493,小型汽车,蓝色,高速K209+820M方向1,小型轿车,76,2024/3/6 8:43
482,小型新能源汽车,绿色,高速K132+50M方向1,小型轿车,66,2024/3/6 8:43
490,小型新能源汽车,绿色,高速K101+400M方向,小型轿车,95,2024/3/6 8:43
223,大型汽车,黄色,高速K132+50M方向1,重型普通货车,68,2024/3/6 8:44
495,大型汽车,黄色,高速K101+400M方向,重型普通货车,74,2024/3/6 8:44
501,大型汽车,黄色,高速K209+820M方向2,重型普通货车,56,2024/3/6 8:44
507,大型汽车,黄色,高速K164+750M方向2,重型普通货车,62,2024/3/6 8:44
509,大型汽车,黄色,高速K132+50M方向2,重型普通货车,45,2024/3/6 8:44
513,大型汽车,黄色,高速K164+750M方向2,重型普通货车,59,2024/3/6 8:44
101,大型汽车,黄色,高速K101+400M方向,重型普通货车,82,2024/3/6 8:44
517,大型汽车,黄色,高速K209+820M方向2,重型普通货车,55,2024/3/6 8:44
503,教练汽车,黄色,高速K132+50M方向1,小型轿车,78,2024/3/6 8:44
0,无法识别,其它颜色,高速K132+50M方向1,其它,64,2024/3/6 8:44
0,无法识别,其它颜色,高速K209+820M方向2,其它,72,2024/3/6 8:44
192,小型汽车,蓝色,高速K164+750M方向2,小型轿车,77,2024/3/6 8:44
214,小型汽车,蓝色,高速K132+50M方向2,小型轿车,44,2024/3/6 8:44
496,小型汽车,蓝色,高速K132+50M方向1,小型轿车,71,2024/3/6 8:44
497,小型汽车,蓝色,高速K101+400M方向,小型轿车,100,2024/3/6 8:44
498,小型汽车,蓝色,高速K101+400M方向,轻型普通货车,90,2024/3/6 8:44
499,小型汽车,蓝色,高速K132+50M方向1,小型轿车,62,2024/3/6 8:44
500,小型汽车,蓝色,高速K132+50M方向1,小型轿车,78,2024/3/6 8:44
502,小型汽车,蓝色,高速K164+750M方向2,小型轿车,77,2024/3/6 8:44
504,小型汽车,蓝色,高速K101+400M方向,微型普通货车,80,2024/3/6 8:44
505,小型汽车,蓝色,高速K132+50M方向1,小型轿车,70,2024/3/6 8:44
506,小型汽车,蓝色,高速K101+400M方向,小型轿车,86,2024/3/6 8:44
508,小型汽车,蓝色,高速K209+820M方向1,小型轿车,80,2024/3/6 8:44
510,小型汽车,蓝色,高速K132+50M方向1,小型轿车,74,2024/3/6 8:44
184,小型汽车,蓝色,高速K164+750M方向1,小型轿车,73,2024/3/6 8:44
511,小型汽车,蓝色,高速K209+820M方向1,轻型普通货车,72,2024/3/6 8:44
512,小型汽车,蓝色,高速K101+400M方向,小型轿车,95,2024/3/6 8:44
514,小型汽车,蓝色,高速K209+820M方向2,小型轿车,28,2024/3/6 8:44
515,小型汽车,蓝色,高速K132+50M方向2,小型轿车,52,2024/3/6 8:44
516,小型汽车,蓝色,高速K132+50M方向1,小型轿车,60,2024/3/6 8:44
518,小型汽车,蓝色,高速K132+50M方向1,小型轿车,67,2024/3/6 8:44
519,小型汽车,蓝色,高速K209+820M方向1,小型轿车,78,2024/3/6 8:44
522,大型汽车,黄色,高速K101+400M方向,重型普通货车,0,2024/3/6 8:45
532,大型汽车,黄色,高速K132+50M方向2,重型普通货车,30,2024/3/6 8:45
533,大型汽车,黄色,高速K164+750M方向2,重型普通货车,70,2024/3/6 8:45
76,大型汽车,黄色,高速K101+400M方向,重型普通货车,65,2024/3/6 8:45
535,大型汽车,黄色,高速K132+50M方向2,重型普通货车,54,2024/3/6 8:45
536,大型汽车,黄色,高速K209+820M方向2,重型普通货车,61,2024/3/6 8:45
175,大型汽车,黄色,高速K132+50M方向2,重型普通货车,36,2024/3/6 8:45
0,无法识别,其它颜色,高速K132+50M方向2,其它,31,2024/3/6 8:45
0,无法识别,其它颜色,高速K132+50M方向2,其它,34,2024/3/6 8:45
520,小型汽车,蓝色,高速K101+400M方向,小型轿车,106,2024/3/6 8:45
523,小型汽车,蓝色,高速K101+400M方向,小型轿车,101,2024/3/6 8:45
524,小型汽车,蓝色,高速K101+400M方向,小型轿车,106,2024/3/6 8:45
167,小型汽车,蓝色,高速K132+50M方向1,小型轿车,90,2024/3/6 8:45
525,小型汽车,蓝色,高速K101+400M方向,小型轿车,106,2024/3/6 8:45
526,小型汽车,蓝色,高速K101+400M方向,小型轿车,107,2024/3/6 8:45
527,小型汽车,蓝色,高速K209+820M方向2,小型轿车,76,2024/3/6 8:45
528,小型汽车,蓝色,高速K101+400M方向,轻型普通货车,71,2024/3/6 8:45
529,小型汽车,蓝色,高速K101+400M方向,小型轿车,101,2024/3/6 8:45
531,小型汽车,蓝色,高速K101+400M方向,小型轿车,112,2024/3/6 8:45
534,小型汽车,蓝色,高速K101+400M方向,轻型普通货车,73,2024/3/6 8:45
135,小型汽车,蓝色,高速K101+400M方向,小型轿车,101,2024/3/6 8:45
130,小型汽车,蓝色,高速K101+400M方向,轻型普通货车,90,2024/3/6 8:45
537,小型汽车,蓝色,高速K101+400M方向,小型轿车,103,2024/3/6 8:45
270,小型汽车,蓝色,高速K132+50M方向1,小型轿车,73,2024/3/6 8:45
521,小型新能源汽车,绿色,高速K132+50M方向1,小型轿车,78,2024/3/6 8:45
530,小型新能源汽车,绿色,高速K132+50M方向1,小型轿车,76,2024/3/6 8:45
539,大型汽车,黄色,高速K132+50M方向1,重型普通货车,45,2024/3/6 8:46
540,大型汽车,黄色,高速K132+50M方向2,重型普通货车,26,2024/3/6 8:46
212,大型汽车,黄色,高速K132+50M方向2,重型普通货车,43,2024/3/6 8:46
545,大型汽车,黄色,高速K132+50M方向1,重型普通货车,56,2024/3/6 8:46
546,大型汽车,黄色,高速K209+820M方向2,重型普通货车,66,2024/3/6 8:46
88,大型汽车,黄色,高速K101+400M方向,重型普通货车,68,2024/3/6 8:46
544,警用汽车,白色,高速K132+50M方向1,小型轿车,73,2024/3/6 8:46
0,无法识别,其它颜色,高速K132+50M方向1,其它,57,2024/3/6 8:46
0,无法识别,其它颜色,高速K132+50M方向1,其它,57,2024/3/6 8:46
538,小型汽车,蓝色,高速K209+820M方向1,小型轿车,67,2024/3/6 8:46
541,小型汽车,蓝色,高速K132+50M方向1,小型轿车,47,2024/3/6 8:46
542,小型汽车,蓝色,高速K209+820M方向2,小型轿车,71,2024/3/6 8:46
207,小型汽车,蓝色,高速K164+750M方向1,小型轿车,76,2024/3/6 8:46
543,小型汽车,蓝色,高速K101+400M方向,小型轿车,103,2024/3/6 8:46
225,小型汽车,蓝色,高速K164+750M方向1,小型轿车,80,2024/3/6 8:46
548,小型汽车,蓝色,高速K209+820M方向2,小型轿车,61,2024/3/6 8:46
549,小型汽车,蓝色,高速K209+820M方向1,小型轿车,81,2024/3/6 8:46
550,小型汽车,蓝色,高速K209+820M方向2,小型轿车,61,2024/3/6 8:46
551,小型汽车,蓝色,高速K209+820M方向1,小型轿车,84,2024/3/6 8:46
552,小型汽车,蓝色,高速K101+400M方向,小型轿车,106,2024/3/6 8:46
553,小型汽车,蓝色,高速K209+820M方向2,轻型普通货车,68,2024/3/6 8:46
547,小型新能源汽车,绿色,高速K209+820M方向1,小型轿车,83,2024/3/6 8:46
